0,125259607,78483567
1,149910621,49708615
2,26423800,171313279
3,98409675,99247510
4,51349777,30653120
5,243201445,131239341
6,212998988,231888892
7,100098058,248692632
8,112580425,144160075
9,15724120,155943358
10,184821160,62500721
11,169171273,165000707
12,252316600,167524457
13,85965340,100274771
14,54511235,103414788
15,40471677,121290865
16,60780147,132853421
17,142445411,140460310
18,61038308,93248157
19,18307175,58273463
20,137377968,126351283
21,105057240,85927160
22,187044692,148524482
23,65441630,86941233
24,132499232,62027368
25,163997876,101154814
26,105569000,27852038
27,42576254,87169503
28,114219236,130397931
29,114044025,117461932
30,82458425,153921933
31,227451665,95236655
32,214186780,41452897
33,40836900,225190483
34,128919442,138022627
35,56670193,100676093
36,236616090,149794364
37,233812872,220766793
38,84276515,115407253
39,26225258,79361663
40,211849296,112967072
41,144395846,170191853
42,70179730,216308374
43,213680995,52854287
44,210038008,28031299
45,166325072,207099331
46,193924831,169786385
47,188277034,40739783
48,84405135,89258057
49,106674360,47159047
50,145904625,72283748
51,220256650,272274841
52,231065600,146918891
53,79115288,100289083
54,72929236,122185875
55,137722538,212657722
56,177633890,125963940
57,176815956,240823505
58,59049623,156320075
59,112541927,169654000
60,196889772,105865101
61,88907045,120984432
62,43094153,38740725
63,103431988,133336984
64,74252850,102769138
65,210134646,67515085
66,164775940,29511789
67,33752580,64058412
68,150093910,158465929
69,120590079,233047454
70,79429559,48437850
71,146698132,250396062
72,32257191,66432240
73,76559336,86798413
74,227394455,192036317
75,61028960,78865265
76,203939637,262479905
77,75862345,116984324
78,86702683,138892278
79,109544994,228225144
80,165418015,202354392
81,146315250,51131497
82,176013803,191199516
83,87901815,67254043
84,187521150,272262638
85,34842074,323850940
86,289355250,119017518
87,138148420,245601378
88,140123968,156848337
89,263783160,188902420
90,58791685,168708986
91,180030328,201018333
92,252642388,148055445
93,55964768,143387269
94,222856671,157627394
95,309593708,220378033
96,95690860,227339130
97,218136202,254742380
98,145603145,117187330
99,184487575,94342579
100,73995203,243656860
101,202088339,61770562
102,84681122,165271417
103,308504619,201363750
104,157656160,113886904
105,90347300,113560681
106,195290962,293259493
107,45933557,270181565
108,134452360,122655711
109,60104900,196525927
110,118373997,120741409
111,121700597,245435315
112,230571897,117649595
113,121298089,224831396
114,202675180,175700030
115,276269708,199040013
116,204141284,59700978
117,88398195,292298761
118,196306908,130392357
119,91261885,142602427
120,212614551,70508167
121,95282388,133013986
122,117048992,113529285
123,98439128,164828711
124,93670435,273929183
125,249747360,207954132
126,97168306,74222231
127,158621439,45560607
128,231895210,115085817
129,162321342,163595990
130,138476487,137932855
131,124393966,266151805
132,228677758,64833670
133,209390446,135894432
134,193046750,155873714
135,199799308,141176696
136,255128517,190282108
137,232004601,197943875
138,120503858,237889450
139,48698338,69202178
140,208814188,67440432
141,167545280,33083016
142,186748838,106631807
143,150191850,174112695
144,170585062,167068116
145,187842492,194315895
146,190570783,142838110
147,145018100,150822867
148,139926667,336821070
149,120883250,134668605
150,190440895,272335465
151,247950352,219880287
152,182698217,76559693
153,129804666,274164867
154,188463076,199853402
155,277709815,75349975
156,168829885,218170755
157,181943398,84881777
158,293273810,152738117
159,86456423,179536021
160,206989671,229851854
161,292258182,231197980
162,246970375,77457087
163,52095394,189784172
164,132773315,262597694
165,144492073,154332588
166,124633050,254661305
167,249077690,273295187
168,174966373,92866013
169,102391785,122513190
170,175287468,328792702
171,366832743,86116810
172,272143070,152778010
173,259303039,172441969
174,136791007,168561032
175,306053777,118327944
176,246572850,238377901
177,193939563,175423173
178,340066233,276197420
179,256440662,284033190
180,132554653,215835885
181,182414754,169266798
182,196785850,325208791
183,120441642,174077992
184,189985256,112595272
185,138811356,224157062
186,163789359,90322918
187,229808147,183987116
188,230796604,375994640
189,193526925,204055630
190,238657142,206369557
191,198853887,114806497
192,161961357,344782632
193,214708782,291161747
194,307577133,155626723
195,169795380,114169112
196,157280578,214458276
197,285693928,139930747
198,83805245,266670866
199,154196500,94156883
200,252862185,292014422
