3,1477040750,1356277800,1333990470,1348195638,1301272104,1326232832,1484642699,1369040676,1318590346,1329857466,1317525606,1351967847
4,1470627501,1528249857,1511449786,1484808021,1426336068,1476156832,1513006185,1488299491,1474333420,1456654564,1518720458,1470969327
5,4238238103,4736838601,4927097138,4213341215,4174712079,4761765515,4897784230,4342649470,4125870623,4751058408,4919122840,4273594053
6,14254788237,13342161374,14906458866,14937167808,14090742327,12820466729,15008011374,15305776725,14021209775,12809366167,15157059750,15461969205
7,24189902731,22039275590,22924861296,24959544305,22712828881,22725229586,24870519445,22112822130,22888628995,24077464486,22609641958,22439369641
8,38099777985,34282435811,38262010787,34305902781,38529041570,35078207552,37575037859,34057997297,37459387430,35022807735,37302601568,34158275723
9,53197042947,53252135056,54051990242,53272885297,53119243774,54538875586,53132669448,53673984675,52869297565,53263141840,52837111759,52946664473
10,75341085138,70011804002,74209858918,71233673415,74239443749,71125851425,74032700653,69949634601,73805028635,71170669953,74034622648,70963433404
