0,196124684,86067378
1,172570052,187559327
2,264340105,234525759
3,291635148,180320250
4,139275838,27997265
5,222779260,149212660
6,142811213,183081442
7,97433897,172912884
8,294777426,272323455
9,197504608,261715611
10,289136955,59486930
11,150554520,180484338
12,120584597,127381545
13,277472028,181152524
14,240865180,188528183
15,177101680,237312347
16,319366752,278211358
17,87089352,222033012
18,179362312,172688509
19,217617009,161715336
20,261162580,82300547
21,172698315,200127976
22,207190052,253316919
23,132854908,152821200
24,167050763,203759884
25,163348237,145999036
26,271648379,185067097
27,121516656,280893014
28,52216980,67665519
29,148640967,152929846
30,250859623,161437478
31,182952455,248715745
32,204661665,247087133
33,66290965,252510866
34,171479081,191445448
35,282225363,98182850
36,289468737,118056931
37,278839205,156623179
38,145127102,224053444
39,78911770,235263165
40,136920370,172410144
41,123800075,127766415
42,243772400,297587690
43,126531023,153050626
44,219122285,256419324
45,297576071,112343972
46,192434575,251107846
47,153231987,243972387
48,192859653,118262660
49,82612454,138154103
50,194145543,51677770
51,96139830,27891262
52,185895065,31724645
53,105575435,250496505
54,124846805,113325533
55,119508875,157769012
56,157499377,122835981
57,206913948,189818365
58,304493230,182005313
59,216977453,151721927
60,40844581,109391220
61,302970757,248380963
62,197041999,88976706
63,144029813,244710753
64,109992415,179817728
65,207760019,299681791
66,154250590,245754330
67,178730396,192856730
68,99581727,172153642
69,178863297,154909038
70,194543203,203281447
71,227165765,172154583
72,195988165,186270447
73,141243693,167578658
74,282935474,230150948
75,262461420,91181688
76,123733513,136337428
77,125743155,148822060
78,339914259,291038716
79,82043707,179337037
80,196384825,275851615
81,145683355,33324913
82,213449353,165093657
83,153922721,220812009
84,235147096,147182413
85,70884522,177077617
86,121161055,177234324
87,277752266,250725678
88,224523733,164780655
89,162465796,244996944
90,121378458,55060854
91,161155555,195315130
92,136834002,247794950
93,220375827,149615010
94,324291331,234326935
95,224005518,258817792
96,160676975,157131978
97,102976392,124573777
98,140393060,157091015
99,252092391,155328740
100,247420337,164994894
101,175811800,164073673
102,146521786,44989677
103,260363000,253121349
104,237730862,245838564
105,144648593,267446432
106,166558043,200449260
107,126628564,138536120
108,109266633,226141146
109,242745429,167264485
110,303715764,208078550
111,312841804,122455162
112,211411436,141036288
113,192411935,187466077
114,169894635,235030463
115,132110235,239238132
116,241247450,182461704
117,122991287,206445032
118,150605623,218683785
119,250891125,143580887
120,274212290,230098682
121,262828350,102131117
122,156139847,96787405
123,231483950,155498830
124,214850719,157044612
125,189305232,157523252
126,294141580,284309574
127,137574605,206748695
128,108002789,187235700
129,268577135,242516308
130,125112603,127589173
131,161238119,223179744
132,171108063,299523688
133,247391641,116611224
134,173895994,149072181
135,137263229,185923227
136,183749548,175585953
137,211257186,182186153
138,156339638,166806684
139,277953923,89106269
140,296894540,310524315
141,129058322,221481430
142,254159515,187983350
143,179841412,278153950
144,226082203,220462058
145,241419438,233072554
146,119074743,147824965
147,92548918,142130047
148,212853468,167307747
149,289405125,197875033
150,113344793,326844802
151,215503537,187399086
152,271673815,275004554
153,95676967,138815253
154,182696467,190788052
155,131125067,64317745
156,111045625,183331440
157,287727777,186074100
158,272446107,42262736
159,232646743,153516763
160,224742972,182747609
161,222195750,136546371
162,78768635,177830867
163,151075555,224268639
164,290171949,73545229
165,127547228,187733698
166,272715863,276874525
167,178995854,87118384
168,180850847,169637842
169,223206295,142257893
170,130946485,74644356
171,120394082,166152930
172,125811422,199139121
173,223614115,204821515
174,167516148,246736047
175,246051623,207547622
176,251751845,176405815
177,211142373,126632243
178,415569598,40296634
179,156084580,183093350
180,191070720,190813665
181,77230225,304566185
182,184242197,273347628
183,121644343,158646594
184,226653555,240875197
185,255274305,263756963
186,185622556,66062008
187,117818889,204524213
188,297255290,83108621
189,79342705,229950017
190,307615999,241873582
191,252408835,238728397
192,117885687,109508033
193,218646685,136259675
194,143898033,184778015
195,324819380,327901561
196,315647261,173458333
197,249245691,27433777
198,159606400,209507035
199,223977691,164176532
200,179591983,155691365
